molecule_chembl_id,smiles,molecular_weight,molecule_name,n,p_median,p_median_kiki,frac_active,frac_inactive,n_strong_active,n_strong_inactive,any_active_vote,consensus_label
CHEMBL3916700,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,811.38,LAS190792,1,8.8,8.8,1.0,0.0,0,0,True,active_single
CHEMBL3917058,C[C@@](C(=O)O[C@@H]1CC2CCC1[N+]2(C)C)(c1ccccc1)C1CCCC1,342.5,,2,9.72,9.72,1.0,0.0,0,0,True,active
CHEMBL391977,CN(C)C1(CNCCC2CCC(O)CC2)COc2ccccc2OC1,348.49,,1,8.54,8.54,1.0,0.0,0,0,True,active_single
CHEMBL3920279,O=C(O[C@H]1C[N+]2(CCCCc3ccccc3)CCC1CC2)C1c2ccccc2Oc2ccccc21,468.62,,1,7.89,7.89,1.0,0.0,0,0,True,active_single
CHEMBL392045,CN(C)C1(CCCCC2CCCCC2)COc2ccccc2OC1,331.5,,1,7.0,7.0,1.0,0.0,0,0,True,active_single
CHEMBL392186,CN(C)C1(CNCCC2CCOCC2)COc2ccc(F)cc2OC1,352.45,,1,8.38,8.38,1.0,0.0,0,0,True,active_single
CHEMBL3923686,CN(CCCn1c(=O)oc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C2(C)c3ccccc3Oc3ccccc32)CC1,758.87,,1,9.0,9.0,1.0,0.0,0,0,True,active_single
CHEMBL3926721,CN(CCCn1c(=O)oc2cc(CNC[C@H](O)c3ccc(O)c(NC=O)c3)ccc21)[C@H]1CC[C@H](c2cccc3c2C(C)(C(=O)O)c2ccccc2O3)CC1,734.85,,1,8.23,8.23,1.0,0.0,0,0,True,active_single
CHEMBL3931995,O=C(O[C@H]1C[N+]2(CCOCc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,484.66,,2,8.0,8.0,1.0,0.0,0,0,True,active
CHEMBL3932738,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C1c2ccccc2Oc2ccccc21,470.59,,1,8.06,8.06,1.0,0.0,0,0,True,active_single
CHEMBL3933797,O=C(O[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)C1(O)c2ccccc2Oc2ccccc21,476.62,,1,7.72,7.72,1.0,0.0,0,0,True,active_single
CHEMBL394137,CN(C)C1(CNCCC23CC4CC(CC(C4)C2)C3)COc2ccccc2OC1,384.56,,1,8.82,8.82,1.0,0.0,0,0,True,active_single
CHEMBL3942511,Cc1nnc2sc(C(=O)NCc3ccc(S(F)(F)(F)(F)F)cc3)c(N)c2c1C,438.45,,1,4.52,,0.0,1.0,0,0,False,inactive_single
CHEMBL394254,CN(C)C1(CNCCC2CCCC2)COc2ccccc2OC1,318.46,,1,8.48,8.48,1.0,0.0,0,0,True,active_single
CHEMBL394255,CN(C)C1(CNCC=C2CCOCC2)COc2ccccc2OC1,332.44,,1,7.85,7.85,1.0,0.0,0,0,True,active_single
CHEMBL3948099,CC1(C(=O)O[C@H]2C[N+]3(C/C=C/c4ccccc4)CCC2CC3)c2ccccc2-c2ccccc21,450.6,,1,7.85,7.85,1.0,0.0,0,0,True,active_single
CHEMBL3948162,O=C(O[C@H]1C[N+]2(C/C=C/c3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccco1,444.55,,2,7.85,7.85,1.0,0.0,0,0,True,active
CHEMBL3949833,O=C(O[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccco1,448.54,,2,8.18,8.18,1.0,0.0,0,0,True,active
CHEMBL395110,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,310.47,MEPAZINE,2,7.06,7.06,1.0,0.0,0,0,True,active
CHEMBL3952427,Cc1ccc(C(=O)Nc2ccc(CC(C)NC[C@H](C)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1N(C)C(=O)CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,849.05,,1,9.52,9.52,1.0,0.0,0,0,True,active_single
CHEMBL395571,Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CCCCCC1,328.5,,1,7.4,7.4,1.0,0.0,0,0,True,active_single
CHEMBL3956752,O=C(O[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)C1c2ccccc2Oc2ccccc21,456.56,,1,7.8,7.8,1.0,0.0,0,0,True,active_single
CHEMBL3956822,CC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c1ccccc1)c1ccccc1,470.63,,2,7.66,7.66,1.0,0.0,0,0,True,active
CHEMBL3960065,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3O)CCC1CC2)C(O)(c1cccs1)c1cccs1,500.66,,2,8.09,8.09,1.0,0.0,0,0,True,active
CHEMBL3960091,CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)[C@](O)(c2cccs2)C2CCCC2)CC1,728.92,,1,9.22,9.22,1.0,0.0,0,0,True,active_single
CHEMBL3961014,CN(CCCn1c(=O)[nH]c2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,757.94,,1,9.4,9.4,1.0,0.0,0,0,True,active_single
CHEMBL3963421,O=C(O[C@H]1C[N+]2(CCCn3cccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,457.64,,2,7.8,7.8,1.0,0.0,0,0,True,active
CHEMBL3963770,CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4c3OCC(=O)N4)ccc21)[C@H]1CC[C@H](OC(=O)[C@](O)(c2cccs2)C2CCCC2)CC1,732.9,,1,9.4,9.4,1.0,0.0,0,0,True,active_single
CHEMBL3963788,Cc1nnc2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)F)cc3)c(N)c2c1C,426.47,,1,4.52,,0.0,1.0,0,0,False,inactive_single
CHEMBL3965159,O=C(O[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)C(O)(c1cccs1)c1cccs1,474.69,,2,8.3,8.3,1.0,0.0,0,0,True,active
CHEMBL3965175,CC(Cc1ccc(CNC(=O)Cc2ccc(N(C)C(=O)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)cc2)cc1)NCCc1ccc(O)c2[nH]c(=O)ccc12,849.05,,1,10.0,10.0,1.0,0.0,0,0,True,active_single
CHEMBL396761,Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(F)C1,304.41,,2,6.75,6.75,1.0,0.0,0,0,True,active
CHEMBL3971284,CN(CCNC(=O)COc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,760.94,,1,8.66,8.66,1.0,0.0,0,0,True,active_single
CHEMBL3974189,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1cccs1,478.63,,2,8.32,8.32,1.0,0.0,0,0,True,active
CHEMBL3978891,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccco1,462.57,,2,8.17,8.17,1.0,0.0,0,0,True,active
CHEMBL3981221,COc1cc(NC(=O)c2cccc(N(C)C(=O)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)c2)c(C)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,852.99,,1,9.7,9.7,1.0,0.0,0,0,True,active_single
CHEMBL3985491,O=C(O[C@@H]1CC2CC[N+]1(CCCOc1ccccc1)CC2)C(c1ccccc1)c1ccccc1,456.61,,1,7.51,7.51,1.0,0.0,0,0,True,active_single
CHEMBL403029,Cl.OC(CCCN1CCN(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,423.0,,1,4.15,4.15,0.0,1.0,0,0,False,inactive_single
CHEMBL403592,C[N+](C)(CCCC(O)(c1ccccc1)c1ccccc1)CCC[N+](C)(C)CCCC(O)(c1ccccc1)c1ccccc1.[I-].[I-],834.67,,1,4.91,4.91,0.0,1.0,0,0,False,inactive_single
CHEMBL404557,C[C@@H]1COC[C@@H](C[N+](C)(C)C)O1.[I-],301.17,,2,4.33,4.33,0.0,1.0,0,0,False,inactive
CHEMBL404866,Cl.Cl.OC(CCCN1CCN(CCCC(O)(c2ccccc2)c2ccccc2)CC1)(c1ccccc1)c1ccccc1,607.67,,1,4.06,4.06,0.0,1.0,0,0,False,inactive_single
CHEMBL405117,N[C@H]1CCCC[C@@H]1NC(=O)[C@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1.O=C(O)C(F)(F)F,706.81,,1,7.32,7.32,1.0,0.0,0,0,True,active_single
CHEMBL4061390,C[N+]1(C)CCC(OCc2nccs2)C1.O=C[O-],258.34,,1,4.92,4.92,0.0,1.0,0,0,False,inactive_single
CHEMBL4064668,COc1ccc(F)c(CC[N+](C)(C)C)c1.O=C[O-],257.3,,1,4.85,4.85,0.0,1.0,0,0,False,inactive_single
CHEMBL4065555,C[N+](C)(C)CCCc1ccc2ccoc2c1.O=C[O-],263.34,,1,6.85,6.85,1.0,0.0,0,0,True,active_single
CHEMBL4067722,Cc1cc2c(cc1Cc1ccc(-c3cocn3)cc1)C(=O)N([C@H]1CCOC[C@@H]1O)C2,404.47,,1,5.0,,0.0,1.0,0,0,False,inactive_single
CHEMBL4070061,CN1CCCC(OCc2cccnc2)C1,206.29,,1,4.38,4.38,0.0,1.0,0,0,False,inactive_single
CHEMBL4074104,CC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,286.42,,1,4.85,4.85,0.0,1.0,0,0,False,inactive_single
CHEMBL4074319,CCOc1cccc(CC[N+](C)(C)C)c1.O=C[O-],253.34,,1,4.37,4.37,0.0,1.0,0,0,False,inactive_single
CHEMBL4079233,CCC(=O)NC1CN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CCN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,1406.33,,1,6.7,6.7,1.0,0.0,0,0,True,active_single
CHEMBL4083241,c1cncc(COC2CCCNC2)c1,192.26,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL4084607,COc1cccc(C(O)C[N+](C)(C)C)c1.O=C[O-],255.31,,1,4.92,4.92,0.0,1.0,0,0,False,inactive_single
CHEMBL4085780,O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2)CC1,349.48,,1,4.75,4.75,0.0,1.0,0,0,False,inactive_single
CHEMBL4086147,NC/C=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,362.52,,1,4.8,4.8,0.0,1.0,0,0,False,inactive_single
CHEMBL4088272,CCCN1CCC=C(c2cc(-c3ccc(C)cc3)no2)C1,282.39,,1,4.62,4.62,0.0,1.0,0,0,False,inactive_single
CHEMBL4089027,C[N+](C)(C)CCc1cccc(OC(F)(F)F)c1.O=C[O-],293.28,,1,4.96,4.96,0.0,1.0,0,0,False,inactive_single
CHEMBL4091032,CN1CCC(COCc2cccnc2)C1,206.29,,1,4.12,4.12,0.0,1.0,0,0,False,inactive_single
CHEMBL409151,CO[C@]1(C#C[C@](O)(c2ccccc2)C2CCCCCC2)CN2CCC1CC2,367.53,,1,9.5,9.5,1.0,0.0,0,0,True,active_single
CHEMBL4091934,COc1cccc(CC[N+](C)(C)C)c1.O=C[O-],239.32,,5,4.3,4.09,0.0,0.8333333333333334,0,0,False,inactive
CHEMBL4092348,C[N+](C)(C)CCc1cccc(O)c1.O=C[O-],225.29,,1,4.89,4.89,0.0,1.0,0,0,False,inactive_single
CHEMBL4092769,COc1cccc(C#CC[N+](C)(C)C)c1.O=C[O-],249.31,,1,4.7,4.7,0.0,1.0,0,0,False,inactive_single
CHEMBL4095626,COc1cccc2c1CCC(C[N+](C)(C)C)C2.O=C[O-],279.38,,1,4.6,4.6,0.0,1.0,0,0,False,inactive_single
CHEMBL4095774,COc1ccccc1C[N+](C)(C)C.[I-],307.18,,1,4.3,4.3,0.0,1.0,0,0,False,inactive_single
CHEMBL4097248,COc1cccc2c1CC[N+](C)(C)C2.O=C[O-],237.3,,1,4.62,4.62,0.0,1.0,0,0,False,inactive_single
CHEMBL4097258,CCC(=O)NCc1cc(C(=O)NCCNC(=O)CCc2cn(CCCCC3CCN(CC(=O)N4c5ccccc5NC(=O)c5ccccc54)CC3)cn2)cc(C(=O)NCCNC(=O)CCc2cn(CCCCC3CCN(CC(=O)N4c5ccccc5NC(=O)c5ccccc54)CC3)cn2)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,1814.75,,1,7.81,7.81,1.0,0.0,0,0,True,active_single
CHEMBL4099667,COc1cccc(/C=C/C[N+](C)(C)C)c1.O=C[O-],251.33,,1,4.68,4.68,0.0,1.0,0,0,False,inactive_single
CHEMBL4099673,c1cncc(COCC2CCNC2)c1,192.26,,1,4.44,4.44,0.0,1.0,0,0,False,inactive_single
CHEMBL410061,COC1(C#CC(C)(c2ccccc2)c2ccccc2)CN2CCC1CC2,345.49,,1,7.8,7.8,1.0,0.0,0,0,True,active_single
CHEMBL4100938,C[N+](C)(C)CCc1ccc2ccoc2c1.O=C[O-],249.31,,1,7.39,7.39,1.0,0.0,0,0,True,active_single
CHEMBL4102555,COc1cccc(C(=O)C[N+](C)(C)C)c1.O=C[O-],253.3,,1,6.68,6.68,1.0,0.0,0,0,True,active_single
CHEMBL4103087,C[N+](C)(C)C1CCc2cccc(O)c2C1.[I-],333.21,,1,4.8,4.8,0.0,1.0,0,0,False,inactive_single
CHEMBL410890,NCCC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,366.45,,1,8.43,8.43,1.0,0.0,0,0,True,active_single
CHEMBL4109862,CCC1([N+]23CCC(CC2)[C@@H](OC(=O)C2(O)c4ccccc4-c4ccccc42)C3)c2ccsc21,458.6,,1,7.51,7.51,1.0,0.0,0,0,True,active_single
CHEMBL4114219,C[C@@H](NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12)c1cccc(CCNC(=O)c2ccc(N(C)C(=O)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)cc2)c1,851.02,,1,10.0,10.0,1.0,0.0,0,0,True,active_single
CHEMBL411514,COC(C#C[C@@]1(OC)CN2CCC1CC2)(c1ccccc1)c1ccccc1,361.49,,1,8.0,8.0,1.0,0.0,0,0,True,active_single
CHEMBL4126071,O=C(O[C@H]1CN2CCC1CC2)[C@H]1COCC(c2ccccc2)(c2ccccc2)O1,393.48,,1,6.57,6.57,1.0,0.0,0,0,True,active_single
CHEMBL4126290,c1ccc(C2(c3ccccc3)COC[C@@H](CO[C@@H]3CN4CCC3CC4)O2)cc1,379.5,,1,6.98,6.98,1.0,0.0,0,0,True,active_single
CHEMBL4128341,c1ccc(C2(c3ccccc3)COC[C@H](CO[C@@H]3CN4CCC3CC4)O2)cc1,379.5,,1,7.7,7.7,1.0,0.0,0,0,True,active_single
CHEMBL4128926,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,583.78,,1,9.14,9.14,1.0,0.0,0,0,True,active_single
CHEMBL4129382,O=C(O[C@@H]1CN2CCC1CC2)[C@@H]1COCC(c2ccccc2)(c2ccccc2)O1,393.48,,1,4.84,4.84,0.0,1.0,0,0,False,inactive_single
CHEMBL4129580,c1ccc(C2(c3ccccc3)COC[C@H](CO[C@H]3CN4CCC3CC4)O2)cc1,379.5,,1,7.36,7.36,1.0,0.0,0,0,True,active_single
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,314.86,CLOMIPRAMINE,2,7.11,7.11,1.0,0.0,0,0,True,active
CHEMBL4159607,C/C(=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)CN,376.55,,1,7.49,7.49,1.0,0.0,0,0,True,active_single
CHEMBL4160401,NC(=O)NC/C=CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,405.55,,1,4.8,4.8,0.0,1.0,0,0,False,inactive_single
CHEMBL4161850,N[C@H]1CC[C@@H](N(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,390.58,,1,4.48,4.48,0.0,1.0,0,0,False,inactive_single
CHEMBL4163770,NCC1CC1CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,376.55,,2,4.68,4.68,0.0,1.0,0,0,False,inactive
CHEMBL4164874,FC1(F)CCC(NC/C=CCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,480.65,,1,4.96,4.96,0.0,1.0,0,0,False,inactive_single
CHEMBL4167221,NC[C@H]1CC[C@H](CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,418.63,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL4167521,NCC1=C(CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CCCC1,416.61,,1,4.64,4.64,0.0,1.0,0,0,False,inactive_single
CHEMBL4169450,C/C(CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)=C(/F)CN,394.54,,1,4.77,4.77,0.0,1.0,0,0,False,inactive_single
CHEMBL4171643,N[C@H]1CC[C@H](CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,404.6,,1,4.48,4.48,0.0,1.0,0,0,False,inactive_single
CHEMBL4175088,N[C@H]1CC[C@H](N(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,390.58,,1,4.48,4.48,0.0,1.0,0,0,False,inactive_single
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,326.83,CLOZAPINE,4,7.05,7.11,0.75,0.25,0,0,True,active
CHEMBL420008,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCNCC2)CC1,440.61,,1,8.47,8.47,1.0,0.0,0,0,True,active_single
CHEMBL4211076,Cc1nnc2sc(C(=O)N3CC(c4ccccc4)C3)c(N)c2c1C,338.44,,1,5.0,,0.0,1.0,0,0,False,inactive_single
CHEMBL421113,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(S(=O)(=O)CCC)CC2)CC1,546.76,,1,8.0,8.0,1.0,0.0,0,0,True,active_single
CHEMBL422665,Nc1cccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)c1,443.54,,1,8.16,8.16,1.0,0.0,0,0,True,active_single
CHEMBL423831,CN(C)CCC1=C(C(C)(C)c2ccccn2)c2ccccc2C1,306.45,,1,7.59,7.59,1.0,0.0,0,0,True,active_single
CHEMBL424214,CN1CCN(C(=O)C2=C/C(=Cc3ccncc3)c3ccccc32)CC1,331.42,,1,4.01,4.01,0.0,1.0,0,0,False,inactive_single
CHEMBL424416,O=C(N1CCCNCC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,338.4,,1,7.77,7.77,1.0,0.0,0,0,True,active_single
CHEMBL426393,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(CCOc2ccccc2)CC1,441.58,,1,6.64,6.64,1.0,0.0,0,0,True,active_single
CHEMBL427013,COC1(C#CC(O)(c2ccccc2)c2ccc(F)nc2)CN2CCC1CC2,366.44,,1,9.49,9.49,1.0,0.0,0,0,True,active_single
CHEMBL427390,Cc1c(NC2CC2)nc(C2CC2)nc1N1CCCC1,258.37,,1,7.0,7.0,1.0,0.0,0,0,True,active_single
CHEMBL4277101,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4sccc34)CC1)[C@H]1C=C[C@@H]2C1,435.59,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL4284346,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,437.61,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL4286717,CCC1(C)CC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)C(=O)C1,427.61,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL428962,CO[C@]1(C#C[C@](O)(c2ccccc2)C2CCCCC2)CN2CCC1CC2,353.51,,1,9.7,9.7,1.0,0.0,0,0,True,active_single
CHEMBL4294617,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,439.63,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL429620,COc1ccc(CCNCC2(N(C)C)COc3ccccc3OC2)cc1,356.47,,1,7.0,7.0,1.0,0.0,0,0,True,active_single
CHEMBL4297483,CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,742.92,NAVAFENTEROL,1,8.8,8.8,1.0,0.0,0,0,True,active_single
CHEMBL430587,C[C@@H]1OC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3[C@@H](C#C[C@H]3CCC[C@H](C)N3C)[C@H]12,343.51,,1,4.96,4.96,0.0,1.0,0,0,False,inactive_single
CHEMBL43064,C(=C/c1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,368.52,CINNARIZINE,2,6.45,6.45,1.0,0.0,0,0,True,active
CHEMBL43383,CCN(CC)CCCCC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,463.63,,1,6.82,6.82,1.0,0.0,0,0,True,active_single
CHEMBL434388,Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(C)(C)C1,314.48,,1,7.49,7.49,1.0,0.0,0,0,True,active_single
CHEMBL434684,CC(C1=C(CN(C)C)Cc2ccccc21)c1ccccn1,278.4,,1,7.5,7.5,1.0,0.0,0,0,True,active_single
CHEMBL434765,Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CCCCC1,314.48,,1,7.1,7.1,1.0,0.0,0,0,True,active_single
CHEMBL434929,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(c2ccccc2)CC1,397.52,,1,7.0,7.0,1.0,0.0,0,0,True,active_single
CHEMBL435158,CN(CCc1ccccc1)CC1(N(C)C)COc2ccccc2OC1,340.47,,1,7.0,7.0,1.0,0.0,0,0,True,active_single
CHEMBL435353,CN(C)C1(CNCCC2CCOCC2)COc2ccccc2OC1,334.46,,1,7.96,7.96,1.0,0.0,0,0,True,active_single
CHEMBL435949,COc1ccccc1N1CCN(Cc2c[nH]c3ncccc23)CC1,322.41,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL436492,COc1ccc(CN2CCC(N3CC(c4ccccc4)(c4ccccc4)NC3=O)CC2)cc1,441.58,,1,7.59,7.59,1.0,0.0,0,0,True,active_single
CHEMBL438427,O=C1NC(c2ccccc2)(c2ccccc2)CN1[C@@H]1CCN(Cc2ccccc2)C1,397.52,,1,7.88,7.88,1.0,0.0,0,0,True,active_single
CHEMBL438822,O=C(NC[C@@H]1CCCNC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,662.75,,1,9.41,9.41,1.0,0.0,0,0,True,active_single
CHEMBL441873,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2cccs2)CC1,417.58,,1,7.87,7.87,1.0,0.0,0,0,True,active_single
CHEMBL443267,CCC1(CCN)CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,394.51,,1,8.15,8.15,1.0,0.0,0,0,True,active_single
CHEMBL4435641,O=C(OCCCc1ccc(Cl)c(Cl)c1)N(c1ccccc1)C1CN2CCC1CC2,433.38,,1,7.22,7.22,1.0,0.0,0,0,True,active_single
CHEMBL4436930,O=C(OC1C[N+]2(CCCc3cccc(F)c3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],554.5,,1,8.96,8.96,1.0,0.0,0,0,True,active_single
CHEMBL4436947,O=C(OC1C[N+]2(CCCCCc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],564.56,,1,7.77,7.77,1.0,0.0,0,0,True,active_single
CHEMBL443780,CCN(CC)CCOC(=O)C(C)(c1ccccc1)C1CCCCC1,331.5,,1,8.0,8.0,1.0,0.0,0,0,True,active_single
CHEMBL443925,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3cccc(C(F)(F)F)c3)C2)cc1,598.62,,1,7.8,7.8,1.0,0.0,0,0,True,active_single
CHEMBL4441041,O=C(OC1C[N+]2(CCCc3cccc(C(F)(F)F)c3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],604.51,,1,7.72,7.72,1.0,0.0,0,0,True,active_single
CHEMBL4441786,O=C(OCc1ccccc1)N(c1ccccc1)C1CN2CCC1CC2,336.44,,1,7.05,7.05,1.0,0.0,0,0,True,active_single
CHEMBL4442329,O=C(OC1C[N+]2(CCOc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],538.48,,1,8.55,8.55,1.0,0.0,0,0,True,active_single
CHEMBL4446039,O=C(OCc1ccc(Cl)c(Cl)c1)N(c1ccccc1)C1CN2CCC1CC2,405.33,,1,7.15,7.15,1.0,0.0,0,0,True,active_single
CHEMBL4447975,COc1cc(OC)c2c(c1)OC[C@@]1(C)NCC[C@@H]21,249.31,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL4448108,CN(CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc21)CC(=O)N1c2ccccc2C(=O)Nc2cccnc21)CCCCCCNCC(=O)N1c2ncccc2NC(=O)c2cccnc21,1125.39,,1,7.42,7.42,1.0,0.0,0,0,True,active_single
CHEMBL4448944,O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],536.51,,1,9.36,9.36,1.0,0.0,0,0,True,active_single
CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,263.38,NORTRIPTYLINE,2,7.11,7.11,1.0,0.0,0,0,True,active
CHEMBL4450188,O=C(OC1C[N+]2(CCCc3ccc(F)cc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],554.5,,1,8.77,8.77,1.0,0.0,0,0,True,active_single
CHEMBL4451383,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)NCCN1CCN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,1308.18,,1,7.79,7.79,1.0,0.0,0,0,True,active_single
